opportunity_id,close_date ,expected_close_date,opportunity_amount,lost_reason_id,stage_id,product_id,user_id,lead_id,customer_id
OPP23039,Na,2023-02-23,542365,LOS00333,STA00333,PRO99910,USE47430,LEA72733,CUS95129
OPP45580,2021-01-12,2020-12-12,341562,LOS00334,STA00334,PRO44499,USE42561,LEA00853,CUS01495
OPP54263,2020-10-12,2020-09-12,57560,LOS00335,STA00335,PRO95982,USE42547,LEA25310,CUS51595
OPP81165,Na,2021-07-21,316404,LOS00336,STA00336,PRO19301,USE02936,LEA21616,CUS28021
OPP74257,2022-05-25,2022-04-25,212457,LOS00337,STA00337,PRO77206,USE51109,LEA99374,CUS83800
OPP79299,Na,2022-01-06,908152,LOS00338,STA00338,PRO14701,USE46703,LEA32779,CUS24264
OPP98617,2022-08-25,2022-07-25,229862,LOS00339,STA00339,PRO71161,USE02936,LEA98030,CUS28861
OPP49380,2021-01-18,2020-12-18,477867,LOS00340,STA00340,PRO97881,USE34324,LEA63848,CUS09612
OPP37447,2021-11-05,2021-10-05,431441,LOS00341,STA00341,PRO63981,USE48045,LEA92454,CUS69373
OPP25558,2022-09-10,2022-08-10,307425,LOS00342,STA00342,PRO93334,USE70047,LEA37125,CUS73644
OPP09204,Na,2022-03-27,103685,LOS00343,STA00343,PRO74373,USE97715,LEA90629,CUS47170
OPP12919,2021-03-23,2021-02-23,898779,LOS00344,STA00344,PRO81999,USE21508,LEA20623,CUS07380
OPP95445,2020-11-03,2020-10-03,47812,LOS00345,STA00345,PRO39806,USE95961,LEA36134,CUS13196
OPP07258,2022-11-27,2022-10-27,710356,LOS00346,STA00346,PRO74373,USE51109,LEA83894,CUS90190
OPP93473,2021-11-12,2021-10-12,845258,LOS00347,STA00347,PRO79367,USE40632,LEA90343,CUS65545
OPP64997,2021-07-19,2021-06-19,180688,LOS00348,STA00348,PRO03838,USE30167,LEA72085,CUS40244
OPP35239,Na,2022-01-24,639934,LOS00349,STA00349,PRO19301,USE24976,LEA02279,CUS02955
OPP51212,Na,2022-07-06,601052,LOS00350,STA00350,PRO93334,USE01758,LEA98444,CUS09797
OPP02441,2021-07-20,2021-06-20,57075,LOS00351,STA00351,PRO83380,USE83708,LEA04995,CUS88139
OPP06114,Na,2021-11-21,197229,LOS00352,STA00352,PRO13996,USE42561,LEA20343,CUS02883
OPP13035,Na,2021-08-29,697404,LOS00353,STA00353,PRO03838,USE34324,LEA46705,CUS46873
OPP69132,2020-10-12,2020-09-12,553079,LOS00354,STA00354,PRO95982,USE35653,LEA78898,CUS70158
OPP26371,2022-05-10,2022-04-10,85704,LOS00355,STA00355,PRO64497,USE95961,LEA70500,CUS50780
OPP29520,Na,2020-10-27,572300,LOS00356,STA00356,PRO13996,USE17947,LEA27383,CUS77646
OPP70176,2021-01-09,2020-12-09,109799,LOS00357,STA00357,PRO64122,USE64167,LEA70786,CUS78222
OPP54972,Na,2022-01-02,283915,LOS00358,STA00358,PRO77206,USE42547,LEA03871,CUS62520
OPP29497,2021-03-02,2021-02-02,581965,LOS00359,STA00359,PRO63981,USE51109,LEA56052,CUS54087
OPP88826,Na,2022-12-28,819004,LOS00360,STA00360,PRO70558,USE42547,LEA81768,CUS33789
OPP12627,Na,2020-09-01,903545,LOS00361,STA00361,PRO70558,USE90173,LEA33415,CUS58050
OPP43492,Na,2021-06-12,427797,LOS00362,STA00362,PRO14992,USE40632,LEA89931,CUS78283
OPP16646,2020-07-10,2020-06-10,199866,LOS00363,STA00363,PRO29563,USE17947,LEA50189,CUS24094
OPP26923,Na,2022-11-21,197398,LOS00364,STA00364,PRO75076,USE17947,LEA44582,CUS76148
OPP09022,Na,2021-06-08,867729,LOS00365,STA00365,PRO86754,USE95961,LEA47266,CUS82930
OPP58724,2021-09-14,2021-08-14,85135,LOS00366,STA00366,PRO12639,USE02355,LEA51607,CUS34456
OPP02388,2022-03-07,2022-02-07,91927,LOS00367,STA00367,PRO40808,USE17947,LEA63870,CUS37975
OPP05290,Na,2021-06-22,591400,LOS00368,STA00368,PRO67495,USE90173,LEA95597,CUS40012
OPP95486,2022-12-09,2022-11-09,386721,LOS00369,STA00369,PRO97881,USE86666,LEA01214,CUS18655
OPP39375,2022-03-05,2022-02-05,399010,LOS00370,STA00370,PRO39806,USE97715,LEA77989,CUS02089
OPP26809,2021-10-25,2021-09-25,927564,LOS00371,STA00371,PRO14701,USE21141,LEA56530,CUS56301
OPP91952,Na,2020-06-03,62777,LOS00372,STA00372,PRO40808,USE02355,LEA46841,CUS08507
OPP27330,Na,2022-03-25,242343,LOS00373,STA00373,PRO14992,USE46703,LEA71702,CUS52157
OPP48707,2023-02-22,2023-01-22,885738,LOS00374,STA00374,PRO61136,USE42547,LEA88271,CUS89618
OPP27480,2021-08-18,2021-07-18,809492,LOS00375,STA00375,PRO57903,USE98230,LEA13358,CUS59593
OPP40628,Na,2022-01-06,548283,LOS00376,STA00376,PRO19301,USE01758,LEA87730,CUS12532
OPP70968,2021-04-01,2021-03-01,642779,LOS00377,STA00377,PRO83380,USE14736,LEA09776,CUS35790
OPP72663,2021-12-17,2021-11-17,975245,LOS00378,STA00378,PRO70558,USE98230,LEA02117,CUS93849
OPP89855,2023-03-30,2023-02-28,465806,LOS00379,STA00379,PRO03838,USE40632,LEA31067,CUS06072
OPP32455,2022-01-14,2021-12-14,157264,LOS00380,STA00380,PRO67890,USE08403,LEA98831,CUS83528
OPP51515,Na,2021-09-03,929805,LOS00381,STA00381,PRO30045,USE14736,LEA11852,CUS34961
OPP35595,2022-03-02,2022-02-02,655042,LOS00382,STA00382,PRO29563,USE97715,LEA62684,CUS70654
OPP64763,Na,2022-07-01,645036,LOS00383,STA00383,PRO75076,USE21141,LEA95426,CUS10848
OPP61530,Na,2023-01-31,714433,LOS00384,STA00384,PRO95982,USE21508,LEA28383,CUS86273
OPP64848,2022-01-28,2021-12-28,726612,LOS00385,STA00385,PRO64497,USE46703,LEA93011,CUS33621
OPP93303,2022-03-20,2022-02-20,725105,LOS00386,STA00386,PRO07576,USE23457,LEA16544,CUS14693
OPP52556,2022-07-22,2022-06-22,155403,LOS00387,STA00387,PRO45787,USE90173,LEA23456,CUS73928
OPP25583,Na,2022-06-06,117496,LOS00388,STA00388,PRO01485,USE34324,LEA14057,CUS88009
OPP53324,Na,2022-05-24,547131,LOS00389,STA00389,PRO09500,USE86666,LEA91292,CUS49897
OPP37948,2021-12-28,2021-11-28,428534,LOS00390,STA00390,PRO64828,USE90173,LEA51360,CUS53028
OPP07274,2021-11-28,2021-10-28,273423,LOS00391,STA00391,PRO77206,USE42547,LEA12732,CUS66389
OPP15507,Na,2021-12-24,826084,LOS00392,STA00392,PRO63981,USE98230,LEA75025,CUS07222
OPP51977,Na,2020-05-12,945685,LOS00393,STA00393,PRO56174,USE23457,LEA69485,CUS16909
OPP23482,Na,2021-01-17,483206,LOS00394,STA00394,PRO64497,USE34324,LEA05095,CUS05185
OPP50808,2022-09-14,2022-08-14,843385,LOS00395,STA00395,PRO10732,USE42547,LEA51215,CUS22677
OPP27570,2022-01-25,2021-12-25,978134,LOS00396,STA00396,PRO98085,USE08695,LEA16349,CUS72280
OPP84912,Na,2022-06-04,761631,LOS00397,STA00397,PRO14992,USE51109,LEA16191,CUS76291
OPP37964,Na,2022-06-01,781387,LOS00398,STA00398,PRO81999,USE21141,LEA40288,CUS57895
OPP47078,2022-02-05,2022-01-05,88319,LOS00399,STA00399,PRO93334,USE23457,LEA80223,CUS87096
OPP47900,Na,2022-06-10,611331,LOS00400,STA00400,PRO12639,USE21141,LEA92395,CUS96327
OPP46090,2021-03-27,2021-02-27,836792,LOS00401,STA00401,PRO01485,USE14736,LEA63845,CUS69984
OPP22840,Na,2020-11-08,395764,LOS00402,STA00402,PRO03838,USE23457,LEA25389,CUS57121
OPP44347,2022-10-15,2022-09-15,418616,LOS00403,STA00403,PRO65552,USE24976,LEA04172,CUS58960
OPP53257,2021-05-03,2021-04-03,916692,LOS00404,STA00404,PRO10732,USE24976,LEA51421,CUS60348
OPP57952,2022-03-08,2022-02-08,421577,LOS00405,STA00405,PRO77206,USE90173,LEA94677,CUS19349
OPP76039,Na,2021-05-09,283357,LOS00406,STA00406,PRO74373,USE21508,LEA93483,CUS05384
OPP17799,Na,2023-03-10,251684,LOS00407,STA00407,PRO56174,USE40632,LEA21763,CUS52869
OPP40010,2020-12-29,2020-11-29,405475,LOS00408,STA00408,PRO86754,USE21508,LEA19331,CUS29006
OPP00817,2020-07-19,2020-06-19,365434,LOS00409,STA00409,PRO07576,USE02936,LEA57339,CUS07540
OPP96299,2020-06-08,2020-05-08,223168,LOS00410,STA00410,PRO70558,USE95961,LEA10098,CUS52341
OPP07225,Na,2021-11-07,730071,LOS00411,STA00411,PRO92316,USE23457,LEA10884,CUS14318
OPP95853,2020-09-09,2020-08-09,757561,LOS00412,STA00412,PRO51725,USE40632,LEA44710,CUS05070
OPP45584,Na,2022-12-24,678693,LOS00413,STA00413,PRO07576,USE46703,LEA23370,CUS95602
OPP04200,Na,2022-04-08,433091,LOS00414,STA00414,PRO93334,USE40632,LEA55272,CUS31006
OPP48749,Na,2020-12-06,541376,LOS00415,STA00415,PRO10732,USE14736,LEA78272,CUS71280
OPP46060,2020-05-03,2020-04-03,778594,LOS00416,STA00416,PRO14701,USE46703,LEA43418,CUS51288
OPP48354,Na,2021-09-09,627238,LOS00417,STA00417,PRO26667,USE02355,LEA58181,CUS40234
OPP42106,Na,2020-09-09,22337,LOS00418,STA00418,PRO09500,USE98230,LEA25189,CUS94394
OPP82002,Na,2020-08-09,272865,LOS00419,STA00419,PRO14992,USE70047,LEA97940,CUS04992
OPP98191,2022-09-17,2022-08-17,976089,LOS00420,STA00420,PRO45787,USE08403,LEA75616,CUS71484
OPP56082,2020-10-10,2020-09-10,876448,LOS00421,STA00421,PRO09500,USE35653,LEA00167,CUS47311
OPP85760,Na,2022-06-30,259067,LOS00422,STA00422,PRO56174,USE23457,LEA85554,CUS50467
OPP75858,Na,2020-11-24,939937,LOS00423,STA00423,PRO40808,USE02355,LEA46071,CUS54982
OPP38584,2021-12-11,2021-11-11,752238,LOS00424,STA00424,PRO64497,USE02355,LEA18022,CUS64117
OPP68472,2020-07-12,2020-06-12,971019,LOS00425,STA00425,PRO19301,USE02355,LEA11696,CUS30991
OPP86999,2022-09-15,2022-08-15,540452,LOS00426,STA00426,PRO51725,USE95961,LEA16584,CUS12894
OPP06807,Na,2022-04-08,958354,LOS00427,STA00427,PRO39806,USE42547,LEA08851,CUS74555
OPP94076,2020-09-24,2020-08-24,225847,LOS00428,STA00428,PRO19301,USE90173,LEA16808,CUS85158
OPP48166,Na,2022-12-05,570161,LOS00429,STA00429,PRO40808,USE67246,LEA16490,CUS16048
OPP51386,2021-09-22,2021-08-22,638013,LOS00430,STA00430,PRO26667,USE23457,LEA25564,CUS53426
OPP79638,2021-03-24,2021-02-24,233478,LOS00431,STA00431,PRO83380,USE86666,LEA62146,CUS58477
OPP44899,Na,2020-07-15,564026,LOS00432,STA00432,PRO51725,USE27298,LEA24812,CUS39651
OPP73239,2020-11-23,2020-10-23,251881,LOS00433,STA00433,PRO41240,USE83708,LEA55797,CUS42870
OPP10743,2021-07-05,2021-06-05,547193,LOS00434,STA00434,PRO95982,USE35653,LEA47612,CUS91397
OPP84758,Na,2022-12-19,193871,LOS00435,STA00435,PRO07576,USE69267,LEA98451,CUS57239
OPP65870,Na,2023-03-02,255382,LOS00436,STA00436,PRO40808,USE35653,LEA93113,CUS99204
OPP05944,2021-09-26,2021-08-26,266039,LOS00437,STA00437,PRO95982,USE97715,LEA30505,CUS26975
OPP05966,2021-02-09,2021-01-09,363611,LOS00438,STA00438,PRO99910,USE42547,LEA44947,CUS49898
OPP44858,2021-09-19,2021-08-19,640241,LOS00439,STA00439,PRO51725,USE27298,LEA89007,CUS96860
OPP01852,Na,2022-08-27,463630,LOS00440,STA00440,PRO29563,USE40632,LEA82300,CUS58966
OPP40260,Na,2023-03-01,375147,LOS00441,STA00441,PRO74373,USE21141,LEA05708,CUS73512
OPP91886,2022-06-24,2022-05-24,26547,LOS00442,STA00442,PRO81999,USE27298,LEA94372,CUS53868
OPP40832,2020-10-29,2020-09-29,886757,LOS00443,STA00443,PRO40808,USE23457,LEA83197,CUS51513
OPP08770,Na,2023-02-05,554600,LOS00444,STA00444,PRO51045,USE14736,LEA81511,CUS21787
OPP76123,Na,2021-09-19,380280,LOS00445,STA00445,PRO03838,USE21141,LEA83063,CUS08006
OPP98687,2020-07-26,2020-06-26,660072,LOS00446,STA00446,PRO92316,USE27298,LEA82781,CUS65320
OPP79663,2022-05-15,2022-04-15,445035,LOS00447,STA00447,PRO46773,USE42547,LEA84577,CUS63526
OPP30451,2021-09-25,2021-08-25,262458,LOS00448,STA00448,PRO03838,USE40632,LEA58530,CUS14217
OPP05107,Na,2020-08-23,582772,LOS00449,STA00449,PRO65552,USE34324,LEA77563,CUS51630
OPP86247,Na,2022-05-25,929086,LOS00450,STA00450,PRO79367,USE42547,LEA14914,CUS39913
OPP94608,2022-02-12,2022-01-12,845862,LOS00451,STA00451,PRO56174,USE90173,LEA45979,CUS78946
OPP90628,Na,2021-10-26,672030,LOS00452,STA00452,PRO74373,USE02936,LEA16997,CUS17533
OPP95171,2022-09-14,2022-08-14,930803,LOS00453,STA00453,PRO46773,USE21508,LEA52639,CUS73359
OPP11643,2021-04-12,2021-03-12,505391,LOS00454,STA00454,PRO09500,USE35653,LEA98884,CUS23562
OPP74333,Na,2022-05-19,568544,LOS00455,STA00455,PRO45787,USE02936,LEA94265,CUS14874
OPP88156,Na,2022-05-08,527996,LOS00456,STA00456,PRO03838,USE95961,LEA07627,CUS42308
OPP70181,Na,2022-01-07,150700,LOS00457,STA00457,PRO93334,USE42547,LEA37860,CUS25785
OPP61308,Na,2020-07-27,332743,LOS00458,STA00458,PRO97881,USE01758,LEA18053,CUS28171
OPP88382,Na,2021-12-20,477002,LOS00459,STA00459,PRO77206,USE64167,LEA04587,CUS73851
OPP57649,Na,2021-04-08,135829,LOS00460,STA00460,PRO46773,USE08695,LEA61683,CUS76911
OPP21443,Na,2021-11-01,628202,LOS00461,STA00461,PRO75076,USE42547,LEA17146,CUS87233
OPP50696,2022-04-03,2022-03-03,832782,LOS00462,STA00462,PRO93334,USE34324,LEA83484,CUS78602
OPP39653,2022-08-09,2022-07-09,43022,LOS00463,STA00463,PRO75076,USE90173,LEA38783,CUS45263
OPP32011,Na,2022-11-18,639374,LOS00464,STA00464,PRO61136,USE23457,LEA21253,CUS11514
OPP72017,Na,2021-12-22,939571,LOS00465,STA00465,PRO29563,USE21141,LEA18080,CUS44304
OPP50532,Na,2021-03-22,474706,LOS00466,STA00466,PRO13996,USE97715,LEA48657,CUS09173
OPP68476,2022-03-19,2022-02-19,230491,LOS00467,STA00467,PRO93334,USE14736,LEA78544,CUS69707
OPP18486,Na,2021-11-26,591191,LOS00468,STA00468,PRO14701,USE01758,LEA44149,CUS18430
OPP65180,Na,2022-01-15,371234,LOS00469,STA00469,PRO57903,USE23457,LEA25396,CUS82615
OPP71687,2020-10-16,2020-09-16,396358,LOS00470,STA00470,PRO67495,USE23457,LEA70357,CUS75936
OPP09602,Na,2023-02-03,35569,LOS00471,STA00471,PRO86898,USE14736,LEA90675,CUS59409
OPP01433,Na,2020-06-20,688567,LOS00472,STA00472,PRO14992,USE35653,LEA22832,CUS74036
OPP54557,Na,2020-10-09,253285,LOS00473,STA00473,PRO98085,USE90173,LEA78847,CUS32482
OPP68566,Na,2023-01-30,281917,LOS00474,STA00474,PRO21215,USE98230,LEA19084,CUS20150
OPP66699,2021-09-14,2021-08-14,735310,LOS00475,STA00475,PRO67890,USE51109,LEA93466,CUS02043
OPP70846,2022-06-19,2022-05-19,214876,LOS00476,STA00476,PRO92316,USE47430,LEA97387,CUS57417
OPP11023,Na,2021-05-10,587943,LOS00477,STA00477,PRO09500,USE02355,LEA16810,CUS30937
OPP00162,Na,2020-08-22,440671,LOS00478,STA00478,PRO14701,USE01758,LEA39604,CUS50455
OPP41818,Na,2022-02-03,753130,LOS00479,STA00479,PRO64122,USE51109,LEA22843,CUS45128
OPP57409,2021-02-19,2021-01-19,796115,LOS00480,STA00480,PRO13996,USE90173,LEA60339,CUS75144
OPP44319,2020-12-23,2020-11-23,641076,LOS00481,STA00481,PRO29563,USE21141,LEA69826,CUS12417
OPP87909,2022-01-04,2021-12-04,21706,LOS00482,STA00482,PRO30045,USE40632,LEA21333,CUS01925
OPP53050,2020-11-06,2020-10-06,539168,LOS00483,STA00483,PRO86898,USE90173,LEA80395,CUS53248
OPP13646,Na,2021-08-22,284173,LOS00484,STA00484,PRO74373,USE23457,LEA11749,CUS97158
OPP58384,Na,2022-05-10,854128,LOS00485,STA00485,PRO92316,USE40632,LEA59897,CUS07465
OPP09515,Na,2021-10-29,197625,LOS00486,STA00486,PRO04233,USE98230,LEA55874,CUS75163
OPP29414,2022-02-28,2022-01-31,109210,LOS00487,STA00487,PRO40808,USE86666,LEA21215,CUS67117
OPP75028,2020-11-01,2020-10-01,783555,LOS00488,STA00488,PRO79367,USE90173,LEA29999,CUS53919
OPP16223,Na,2020-05-11,38396,LOS00489,STA00489,PRO64828,USE23457,LEA79558,CUS75248
OPP68888,2023-03-23,2023-02-23,405354,LOS00490,STA00490,PRO14992,USE46703,LEA90454,CUS08580
OPP83587,2023-04-16,2023-03-16,114393,LOS00491,STA00491,PRO39806,USE30167,LEA28813,CUS46176
OPP98360,2021-08-22,2021-07-22,429779,LOS00492,STA00492,PRO81999,USE70047,LEA71310,CUS52997
OPP77806,2021-08-16,2021-07-16,225673,LOS00493,STA00493,PRO95982,USE21508,LEA63861,CUS28028
OPP28057,Na,2021-01-11,296020,LOS00494,STA00494,PRO51045,USE88869,LEA59403,CUS06183
OPP37758,Na,2020-06-27,575979,LOS00495,STA00495,PRO81999,USE21508,LEA11694,CUS44423
OPP28430,2020-09-08,2020-08-08,612509,LOS00496,STA00496,PRO75076,USE23457,LEA70979,CUS76253
OPP88091,2020-05-16,2020-04-16,662042,LOS00497,STA00497,PRO79367,USE46703,LEA19062,CUS97324
OPP68328,Na,2022-07-25,555107,LOS00498,STA00498,PRO65552,USE34324,LEA23775,CUS94222
OPP24841,Na,2021-12-17,49058,LOS00499,STA00499,PRO41240,USE90173,LEA66782,CUS53430
OPP21761,2020-05-22,2020-04-22,407266,LOS00500,STA00500,,USE70047,LEA53464,CUS07278
,,,,,STA00501,,,,
